0,0
0.1,2.13582e-25
0.2,1.21262e-23
0.3,3.4376e-22
0.4,6.48801e-21
0.5,9.17183e-20
0.6,1.03593e-18
0.7,9.73819e-18
0.8,7.83699e-17
0.9,5.51207e-16
1,3.44217e-15
1.1,1.93249e-14
1.2,9.85268e-14
1.3,4.60014e-13
1.4,1.9807e-12
1.5,7.91226e-12
1.6,2.94761e-11
1.7,1.0287e-10
1.8,3.37674e-10
1.9,1.04625e-09
2,3.06963e-09
2.1,8.55266e-09
2.2,2.26889e-08
2.3,5.74468e-08
2.4,1.39127e-07
2.5,3.22953e-07
2.6,7.19898e-07
2.7,1.54376e-06
2.8,3.18998e-06
2.9,6.36189e-06
3,1.22638e-05
3.1,2.28838e-05
3.2,4.13902e-05
3.3,7.26625e-05
3.4,0.000123973
3.5,0.000205822
3.6,0.000332923
3.7,0.000525292
3.8,0.000809433
3.9,0.00121952
4,0.00179856
4.1,0.00259942
4.2,0.00368578
4.3,0.00513279
4.4,0.00702766
4.5,0.00946993
4.6,0.0125716
4.7,0.016457
4.8,0.0212625
4.9,0.0271358
5,0.0342346
5.1,0.0427254
5.2,0.0527807
5.3,0.0645761
5.4,0.0782859
5.5,0.0940781
5.6,0.112108
5.7,0.132512
5.8,0.155396
5.9,0.180835
6,0.208853
6.1,0.239427
6.2,0.272468
6.3,0.307824
6.4,0.345271
6.5,0.384507
6.6,0.425162
6.7,0.466788
6.8,0.508877
6.9,0.55086
7,0.592125
7.1,0.632026
7.2,0.669904
7.3,0.705103
7.4,0.736988
7.5,0.764965
7.6,0.788499
7.7,0.807133
7.8,0.820498
7.9,0.828332
8,0.830483
8.1,0.826917
8.2,0.817717
8.3,0.80308
8.4,0.783311
8.5,0.758814
8.6,0.730074
8.7,0.697643
8.8,0.662126
8.9,0.624156
9,0.584382
9.1,0.543445
9.2,0.501967
9.3,0.460533
9.4,0.419679
9.5,0.379883
9.6,0.341558
9.7,0.305045
9.8,0.270616
9.9,0.238474
10,0.208751
10.1,0.181519
10.2,0.156793
10.3,0.134539
10.4,0.114681
10.5,0.0971086
10.6,0.0816876
10.7,0.0682638
10.8,0.0566717
10.9,0.0467398
11,0.0382965
11.1,0.0311735
11.2,0.02521
11.3,0.0202547
11.4,0.0161677
11.5,0.0128217
11.6,0.0101024
11.7,0.00790838
11.8,0.00615092
11.9,0.0047532
12,0.00364949
12.1,0.00278408
12.2,0.00211028
12.3,0.00158933
12.4,0.00118933
12.5,0.000884335
12.6,0.000653369
12.7,0.000479659
12.8,0.0003499
12.9,0.000253628
13,0.000182683
13.1,0.000130752
13.2,9.29943e-05
13.3,6.57241e-05
13.4,4.61592e-05
13.5,3.22153e-05
13.6,2.2343e-05
13.7,1.53992e-05
13.8,1.05473e-05
13.9,7.17912e-06
14,4.85618e-06
14.1,3.26449e-06
14.2,2.18092e-06
14.3,1.448e-06
14.4,9.55455e-07
14.5,6.26567e-07
14.6,4.08362e-07
14.7,2.64513e-07
14.8,1.70286e-07
14.9,1.08954e-07
15,6.92865e-08
15.1,4.3792e-08
15.2,2.75099e-08
15.3,1.71765e-08
15.4,1.06594e-08
15.5,6.575e-09
15.6,4.03108e-09
15.7,2.4565e-09
15.8,1.48794e-09
15.9,8.95843e-10
16,5.36118e-10
16.1,3.18915e-10
16.2,1.88574e-10
16.3,1.10836e-10
16.4,6.47562e-11
16.5,3.76084e-11
16.6,2.17118e-11
16.7,1.246e-11
16.8,7.10818e-12
16.9,4.03105e-12
17,2.27249e-12
17.1,1.27355e-12
17.2,7.09516e-13
17.3,3.92957e-13
17.4,2.16357e-13
17.5,1.18424e-13
17.6,6.44406e-14
17.7,3.48604e-14
17.8,1.87483e-14
17.9,1.00243e-14
18,5.3286e-15
18.1,2.81605e-15
18.2,1.47959e-15
18.3,7.72896e-16
18.4,4.01405e-16
18.5,2.07267e-16
18.6,1.06406e-16
18.7,5.43121e-17
18.8,2.75629e-17
18.9,1.39077e-17
19,6.97732e-18
19.1,3.48043e-18
19.2,1.7262e-18
19.3,8.51266e-19
19.4,4.17408e-19
19.5,2.03508e-19
19.6,9.86576e-20
19.7,4.75567e-20
19.8,2.27945e-20
19.9,1.08639e-20
